Outlet_ID,Latitude,Longitude
OUT_00001,7.167846,80.03705500000001
OUT_00002,7.078558,80.07042200000001
OUT_00003,6.88417,79.912547
OUT_00004,6.7815330000000005,79.864919
OUT_00005,7.264878,79.92783100000001
OUT_00006,7.0351170000000005,80.035724
OUT_00007,7.00325,79.861979
OUT_00008,6.930307,79.887302
OUT_00009,7.194597,79.910009
OUT_00010,6.990578,79.920382
OUT_00011,7.247749000000001,80.12644800000001
OUT_00012,6.875991,79.87156800000001
OUT_00013,7.071376,80.14757700000001
OUT_00014,6.785818,79.98502
OUT_00015,6.877421,80.071403
OUT_00016,6.957233,79.89276100000001
OUT_00017,6.825705,79.969245
OUT_00018,7.221606,79.99966400000001
OUT_00019,7.138865,79.92879500000001
OUT_00020,6.833445,79.989801
OUT_00021,7.0596380000000005,80.06665500000001
OUT_00022,6.879531,80.14085600000001
OUT_00023,7.090177000000001,79.94669
OUT_00024,6.871285,80.12576800000001
OUT_00025,6.937002000000001,79.89101600000001
OUT_00026,6.954284,79.94943400000001
OUT_00027,6.889054000000001,79.89396
OUT_00028,6.9799180000000005,79.87746800000001
OUT_00029,7.026624,79.94826300000001
OUT_00030,,
OUT_00031,7.118353,80.01728000000001
OUT_00032,7.1140680000000005,80.08648600000001
OUT_00033,7.094153,80.04805900000001
OUT_00034,6.853359,80.01046000000001
OUT_00035,6.888121,80.07134500000001
OUT_00036,7.248262,79.97727200000001
OUT_00037,6.948533,79.892042
OUT_00038,6.892275000000001,79.910486
OUT_00039,7.276127000000001,80.147626
OUT_00040,6.947515,79.96276300000001
OUT_00041,7.099016000000001,79.88324200000001
OUT_00042,6.964141000000001,80.14004000000001
OUT_00043,7.0208070000000005,79.99252700000001
OUT_00044,7.024947,79.911647
OUT_00045,7.04927,80.01064400000001
OUT_00046,7.267446,80.004023
OUT_00047,7.066452,80.00575500000001
OUT_00048,6.790158,80.051642
OUT_00049,6.9177800000000005,80.12304800000001
OUT_00050,7.054382,80.02968800000001
OUT_00051,6.912237,80.003584
OUT_00052,7.126015000000001,80.02901800000001
OUT_00053,6.848042,80.01349900000001
OUT_00054,7.1292420000000005,79.96584700000001
OUT_00055,7.211536000000001,80.131972
OUT_00056,7.102982,80.06859
OUT_00057,6.965791,79.886195
OUT_00058,6.855521,80.152552
OUT_00059,6.796674,80.10478
OUT_00060,7.191935,79.939463
OUT_00061,6.983677,80.06785400000001
OUT_00062,6.798534,79.97764600000001
OUT_00063,6.870167,79.88226200000001
OUT_00064,6.864647000000001,79.904931
OUT_00065,7.108099,79.94198
OUT_00066,7.0838600000000005,79.98388000000001
OUT_00067,6.94894,79.88554
OUT_00068,6.865665,79.86314800000001
OUT_00069,7.010337000000001,80.05293200000001
OUT_00070,6.800652,79.97038400000001
OUT_00071,7.047689,80.06318900000001
OUT_00072,7.178475000000001,80.06115100000001
OUT_00073,7.050808,80.140439
OUT_00074,6.881342,79.940188
OUT_00075,7.119503,79.87935700000001
OUT_00076,7.185234,79.94255600000001
OUT_00077,7.216736,80.07852100000001
OUT_00078,6.9897350000000005,80.02855600000001
OUT_00079,6.964009,80.090924
OUT_00080,6.992497,80.08326100000001
OUT_00081,7.030626000000001,80.10593700000001
OUT_00082,6.783419,80.129615
OUT_00083,7.064719,80.04755100000001
OUT_00084,7.1142590000000006,80.083712
OUT_00085,7.243465,80.15027400000001
OUT_00086,7.221852,79.96327500000001
OUT_00087,7.1964820000000005,80.11806100000001
OUT_00088,6.976326,80.12556900000001
OUT_00089,7.068653,80.11694200000001
OUT_00090,,
OUT_00091,6.966994000000001,80.06952500000001
OUT_00092,7.024313,79.861406
OUT_00093,7.189395,80.081263
OUT_00094,6.965435,79.943714
OUT_00095,7.26695,80.02480200000001
OUT_00096,7.274482,79.88013900000001
OUT_00097,6.861108000000001,79.923043
OUT_00098,6.9701010000000005,80.07913
OUT_00099,7.005828,80.04404000000001
OUT_00100,6.892697,79.937781
OUT_00101,7.127081,80.01882900000001
OUT_00102,6.844593000000001,79.88086000000001
OUT_00103,7.084708,79.983473
OUT_00104,6.791183,79.970939
OUT_00105,7.075065,79.972267
OUT_00106,6.809756,79.86904700000001
OUT_00107,7.123857,80.018304
OUT_00108,7.162494000000001,80.14143000000001
OUT_00109,6.84258,80.144215
OUT_00110,6.9570810000000005,79.89206700000001
OUT_00111,7.038082,80.11365400000001
OUT_00112,7.173909,80.034987
OUT_00113,7.097681000000001,80.099513
OUT_00114,7.082044000000001,80.04899300000001
OUT_00115,7.051723,79.993273
OUT_00116,7.1268210000000005,80.09694200000001
OUT_00117,6.907122,79.99574100000001
OUT_00118,6.8825650000000005,80.031895
OUT_00119,7.0703830000000005,79.97809000000001
OUT_00120,7.111779,79.90969600000001
OUT_00121,6.917295,79.91110300000001
OUT_00122,6.955996000000001,80.126265
OUT_00123,6.797656,80.097823
OUT_00124,6.856489000000001,79.971186
OUT_00125,7.076639,80.15387700000001
OUT_00126,7.157978,80.01738
OUT_00127,6.904218,80.072005
OUT_00128,6.793236,80.11816400000001
OUT_00129,7.1467030000000005,79.91268500000001
OUT_00130,7.045668,79.927965
OUT_00131,7.172586,80.00753300000001
OUT_00132,7.056871,80.033961
OUT_00133,7.1009590000000005,80.029233
OUT_00134,6.896613,79.888535
OUT_00135,6.871284,79.94352900000001
OUT_00136,7.040256,79.981119
OUT_00137,7.236698,79.85959000000001
OUT_00138,7.1884310000000005,80.073537
OUT_00139,7.162746,79.914113
OUT_00140,7.146124,80.016952
OUT_00141,7.068619,79.90430900000001
OUT_00142,6.946302,79.898324
OUT_00143,7.120286,79.88436
OUT_00144,7.075819,79.99947300000001
OUT_00145,7.2033640000000005,80.08179200000001
OUT_00146,6.880501000000001,79.97176900000001
OUT_00147,7.198914,79.899932
OUT_00148,7.1905660000000005,79.913921
OUT_00149,6.957415,80.12116
OUT_00150,7.1348910000000005,80.12790000000001
OUT_00151,7.066743000000001,79.96460900000001
OUT_00152,7.049425,79.987458
OUT_00153,6.8476360000000005,80.096208
OUT_00154,7.172299000000001,79.903502
OUT_00155,6.849564,79.919363
OUT_00156,6.949041,80.10437700000001
OUT_00157,6.976644,80.097189
OUT_00158,7.138018000000001,80.05034400000001
OUT_00159,7.077515,80.10604000000001
OUT_00160,6.978426000000001,79.99660200000001
OUT_00161,6.847558,79.888238
OUT_00162,6.829106,80.13362500000001
OUT_00163,6.8542700000000005,80.030887
OUT_00164,7.245184,80.135671
OUT_00165,7.197449000000001,79.89539900000001
OUT_00166,7.073638,79.97770100000001
OUT_00167,7.171895,80.039116
OUT_00168,7.23948,79.99771000000001
OUT_00169,6.794423,80.131825
OUT_00170,6.79494,79.951442
OUT_00171,,
OUT_00172,7.056653000000001,80.11619
OUT_00173,7.075693,79.878123
OUT_00174,6.8805700000000005,79.91520600000001
OUT_00175,6.810854,80.090658
OUT_00176,7.018544,80.00710400000001
OUT_00177,6.815752000000001,80.08397400000001
OUT_00178,7.178375,80.151679
OUT_00179,7.053861,79.934167
OUT_00180,6.947636,80.028833
OUT_00181,7.180657,80.15461900000001
OUT_00182,7.112043,79.91949500000001
OUT_00183,6.820754,79.920366
OUT_00184,6.9887120000000005,80.12580200000001
OUT_00185,7.190554000000001,79.966918
OUT_00186,7.164917,79.96682700000001
OUT_00187,7.167879,79.89227100000001
OUT_00188,7.020389000000001,80.01173700000001
OUT_00189,6.906944,79.89980700000001
OUT_00190,6.863840000000001,79.93969200000001
OUT_00191,7.185527,80.007427
OUT_00192,7.192871,79.919926
OUT_00193,7.214945,80.03722400000001
OUT_00194,7.235206000000001,79.983631
OUT_00195,6.861142,80.07941000000001
OUT_00196,6.972648,79.944608
OUT_00197,7.252653,79.976995
OUT_00198,6.793592,79.93667900000001
OUT_00199,7.255618,79.904402
OUT_00200,6.815569,80.076457
OUT_00201,7.007841,79.88078
OUT_00202,6.914073,80.03506900000001
OUT_00203,6.846409,80.143071
OUT_00204,7.257085,80.08551800000001
OUT_00205,7.124138,80.11275900000001
OUT_00206,7.124588,79.873479
OUT_00207,7.277677000000001,80.024742
OUT_00208,7.12671,79.94720500000001
OUT_00209,7.209021,80.111365
OUT_00210,7.103084,79.967409
OUT_00211,7.140383,79.87760700000001
OUT_00212,7.108828,80.079357
OUT_00213,6.894480000000001,79.86532000000001
OUT_00214,6.870736,79.973189
OUT_00215,7.161594,79.97857900000001
OUT_00216,7.270042,80.08848200000001
OUT_00217,6.897389,79.891142
OUT_00218,6.894804000000001,79.87062800000001
OUT_00219,6.832734,79.97548900000001
OUT_00220,6.822706,79.98327400000001
OUT_00221,7.084706000000001,79.90811000000001
OUT_00222,7.081868,80.011807
OUT_00223,6.871219,80.091875
OUT_00224,6.886162000000001,80.013478
OUT_00225,7.035624,80.005356
OUT_00226,7.089469,80.082361
OUT_00227,6.823743,80.121238
OUT_00228,7.255826,80.11663800000001
OUT_00229,6.821493,79.980536
OUT_00230,7.044301,80.14663700000001
OUT_00231,6.808759,80.122872
OUT_00232,6.951905,80.06140500000001
OUT_00233,7.03863,80.118448
OUT_00234,7.196507,80.06724100000001
OUT_00235,6.857303,80.12226100000001
OUT_00236,6.842435,79.95853600000001
OUT_00237,7.056091,80.084991
OUT_00238,7.268593,80.047544
OUT_00239,7.167923,79.890094
OUT_00240,6.948936000000001,80.04778700000001
OUT_00241,6.864877,80.089256
OUT_00242,7.069085,79.96176500000001
OUT_00243,7.264744,80.14866300000001
OUT_00244,6.8108130000000005,80.104454
OUT_00245,6.7785150000000005,79.905681
OUT_00246,7.003694,79.907087
OUT_00247,7.197974,80.089847
OUT_00248,6.853529,79.9877
OUT_00249,7.260260000000001,80.08602800000001
OUT_00250,7.22505,79.92698600000001
OUT_00251,7.059375,79.99946000000001
OUT_00252,,
OUT_00253,7.0911100000000005,79.897373
OUT_00254,6.870729,79.99662900000001
OUT_00255,6.90177,80.025524
OUT_00256,6.912497,80.09726800000001
OUT_00257,6.814223,79.97574800000001
OUT_00258,7.125491,80.116037
OUT_00259,7.1525810000000005,79.90177700000001
OUT_00260,7.087078,80.06873900000001
OUT_00261,6.814208000000001,80.01827300000001
OUT_00262,6.956901,79.95462800000001
OUT_00263,7.178293,79.918045
OUT_00264,6.84011,80.126866
OUT_00265,7.048648,80.07071800000001
OUT_00266,7.084129,80.00332
OUT_00267,7.186649,79.993695
OUT_00268,6.818815,79.87610600000001
OUT_00269,7.085871,79.95670500000001
OUT_00270,6.994828,79.871098
OUT_00271,7.276167,80.15043800000001
OUT_00272,6.814099000000001,79.867196
OUT_00273,7.25839,79.98277200000001
OUT_00274,7.030422000000001,80.02099000000001
OUT_00275,7.140629000000001,80.004001
OUT_00276,7.105505,80.15564
OUT_00277,7.089483,80.04746800000001
OUT_00278,7.232516,79.911905
OUT_00279,7.205193,80.005683
OUT_00280,7.0354090000000005,79.96577
OUT_00281,7.262706,79.93544000000001
OUT_00282,6.843437000000001,80.14894600000001
OUT_00283,6.862879,80.01393200000001
OUT_00284,7.0027170000000005,80.03436500000001
OUT_00285,6.796336,80.07892100000001
OUT_00286,7.130693,79.991911
OUT_00287,6.83396,79.93892500000001
OUT_00288,6.797672,79.89463300000001
OUT_00289,7.031617000000001,79.870472
OUT_00290,6.78047,80.143544
OUT_00291,6.905112,80.014519
OUT_00292,6.792987,79.95037900000001
OUT_00293,6.872175,80.07724900000001
OUT_00294,6.905653,80.05649000000001
OUT_00295,7.026587,80.04335400000001
OUT_00296,7.243474,80.064858
OUT_00297,6.974932,80.05337
OUT_00298,6.937056,80.11793200000001
OUT_00299,7.061508,80.079535
OUT_00300,6.997086,80.12841300000001
OUT_00301,7.186917,79.894063
OUT_00302,7.093104,80.04095000000001
OUT_00303,7.002347,79.929263
OUT_00304,7.079724000000001,80.058464
OUT_00305,7.049182,80.143444
OUT_00306,6.832459,79.902698
OUT_00307,7.160442000000001,80.10189600000001
OUT_00308,7.189197,79.98725900000001
OUT_00309,7.241517,79.87608
OUT_00310,7.020936000000001,79.935033
OUT_00311,7.068466,79.884888
OUT_00312,6.984775,79.89456600000001
OUT_00313,7.040582000000001,80.07071400000001
OUT_00314,6.990264000000001,79.884112
OUT_00315,7.094576,80.143421
OUT_00316,7.074769,80.096123
OUT_00317,7.1979310000000005,80.12800700000001
OUT_00318,7.143979,80.113352
OUT_00319,7.089930000000001,79.99353
OUT_00320,7.209399,79.923022
OUT_00321,7.0815470000000005,80.02200900000001
OUT_00322,7.026383,80.154336
OUT_00323,6.999358,79.991737
OUT_00324,7.187354,80.038966
OUT_00325,6.81771,79.88369700000001
OUT_00326,6.891328000000001,79.964499
OUT_00327,7.178178,79.92811400000001
OUT_00328,7.044479,79.95530000000001
OUT_00329,7.10892,80.02533500000001
OUT_00330,7.059148,80.14528800000001
OUT_00331,6.863239,79.98084300000001
OUT_00332,6.928427,80.152371
OUT_00333,6.977658,79.90372500000001
OUT_00334,6.899828,80.05946800000001
OUT_00335,7.082243,80.010052
OUT_00336,6.909556,79.966041
OUT_00337,6.9307620000000005,79.97709400000001
OUT_00338,6.858882,80.093883
OUT_00339,6.882255000000001,80.137179
OUT_00340,7.115152,80.01774400000001
OUT_00341,6.93034,79.882276
OUT_00342,6.95105,80.150683
OUT_00343,7.209007000000001,80.134827
OUT_00344,6.865419,80.00877000000001
OUT_00345,6.838881000000001,80.00147000000001
OUT_00346,7.260911,79.98774900000001
OUT_00347,6.916876,80.11343500000001
OUT_00348,6.854012,79.876405
OUT_00349,7.275433,79.87533400000001
OUT_00350,6.849125,79.89441500000001
OUT_00351,7.087026000000001,80.04795700000001
OUT_00352,7.089948000000001,80.016112
OUT_00353,6.980399,80.05422300000001
OUT_00354,6.866444,79.974124
OUT_00355,6.987290000000001,80.09510100000001
OUT_00356,7.087474,79.95505
OUT_00357,6.810308,79.87079000000001
OUT_00358,7.027667,79.93780600000001
OUT_00359,6.899739,80.05351300000001
OUT_00360,6.974197,80.144867
OUT_00361,7.249416,80.100665
OUT_00362,7.168585,80.10554
OUT_00363,7.096335000000001,80.04218
OUT_00364,7.146717000000001,80.011667
OUT_00365,7.136162000000001,79.879625
OUT_00366,6.971798000000001,79.99658400000001
OUT_00367,7.169921,79.96445200000001
OUT_00368,6.7884720000000005,79.88265200000001
OUT_00369,7.265995,80.058205
OUT_00370,6.812627,80.145948
OUT_00371,6.840617,80.00030100000001
OUT_00372,7.038384000000001,80.04295
OUT_00373,6.890308,79.96965
OUT_00374,6.859842,79.94013700000001
OUT_00375,6.784357,80.155725
OUT_00376,7.201257,80.133678
OUT_00377,7.267199000000001,80.082458
OUT_00378,6.93803,80.083956
OUT_00379,6.860407,79.897519
OUT_00380,7.030926,80.110211
OUT_00381,7.03218,79.947265
OUT_00382,7.096146,80.086336
OUT_00383,7.148856,80.12243500000001
OUT_00384,6.933464,80.08070400000001
OUT_00385,6.955692,80.09313800000001
OUT_00386,7.19434,79.861309
OUT_00387,6.941466,79.90266600000001
OUT_00388,6.962155,79.99258300000001
OUT_00389,6.973763,79.98178700000001
OUT_00390,6.86866,79.97430200000001
OUT_00391,7.099163,79.87745600000001
OUT_00392,7.021299,80.037811
OUT_00393,7.096245000000001,79.90270000000001
OUT_00394,6.8829210000000005,80.10553900000001
OUT_00395,7.145753,79.928757
OUT_00396,7.161294000000001,80.078085
OUT_00397,7.096089,80.09369500000001
OUT_00398,7.151610000000001,80.07999600000001
OUT_00399,6.959118,79.958353
OUT_00400,7.07124,80.067301
OUT_00401,7.204364,79.925662
OUT_00402,7.179322,79.995456
OUT_00403,6.802921,80.129174
OUT_00404,6.806640000000001,79.925567
OUT_00405,7.256307,79.87868700000001
OUT_00406,6.915806,80.094138
OUT_00407,7.200395,79.93844200000001
OUT_00408,7.08785,80.026598
OUT_00409,6.951672,80.12795000000001
OUT_00410,6.841994000000001,80.122641
OUT_00411,7.14341,80.15238900000001
OUT_00412,7.060665,79.99718
OUT_00413,6.869508000000001,79.86461100000001
OUT_00414,7.119877000000001,80.02153200000001
OUT_00415,6.811834,80.070351
OUT_00416,7.201459000000001,79.98658900000001
OUT_00417,7.1125110000000005,79.996689
OUT_00418,6.809137000000001,80.011751
OUT_00419,7.0266280000000005,79.959933
OUT_00420,7.155054000000001,79.86338400000001
OUT_00421,6.905747,80.141991
OUT_00422,7.054257000000001,79.886246
OUT_00423,7.026906,79.88964200000001
OUT_00424,7.165806,80.147343
OUT_00425,7.066797,80.04837500000001
OUT_00426,7.044514,79.90538600000001
OUT_00427,6.95955,80.12715600000001
OUT_00428,6.879008000000001,79.913267
OUT_00429,6.9345810000000006,80.09757800000001
OUT_00430,7.147865,79.9539
OUT_00431,7.140593,79.954903
OUT_00432,6.842913,80.064058
OUT_00433,7.223129,79.88182200000001
OUT_00434,6.926245000000001,80.13346200000001
OUT_00435,7.013584000000001,80.10449100000001
OUT_00436,7.217911,80.01563
OUT_00437,6.897937000000001,79.900592
OUT_00438,7.084889,79.988652
OUT_00439,7.1998690000000005,79.93419200000001
OUT_00440,6.93546,79.85914500000001
OUT_00441,7.273871000000001,79.879801
OUT_00442,6.930655000000001,79.92179300000001
OUT_00443,7.157624,80.12908200000001
OUT_00444,7.110492000000001,79.936086
OUT_00445,6.862541,79.974928
OUT_00446,6.9682,80.15104000000001
OUT_00447,7.237038,79.94201100000001
OUT_00448,7.127658,80.10983800000001
OUT_00449,6.930376,80.106818
OUT_00450,6.8381240000000005,79.87850200000001
OUT_00451,6.9286330000000005,80.037507
OUT_00452,6.802071000000001,80.12886800000001
OUT_00453,7.224151,79.913599
OUT_00454,6.920645,79.986755
OUT_00455,7.038723,79.877092
OUT_00456,6.824929,80.13088800000001
OUT_00457,,
OUT_00458,6.948408000000001,79.907447
OUT_00459,7.073849,80.06879
OUT_00460,6.970256,80.0043
OUT_00461,7.149797,80.00988000000001
OUT_00462,6.958927,79.99974800000001
